datetime,minted,burned,net
2026-03-10 09:00:00,0.0,0.0,0.0
2026-03-10 10:00:00,0.0,9.997202944969658,-9.997202944969658
2026-03-10 11:00:00,0.0,0.0,0.0
2026-03-10 12:00:00,9097.758290824322,0.0,9097.758290824322
2026-03-10 13:00:00,0.0,0.0,0.0
2026-03-10 14:00:00,0.0,0.0,0.0
2026-03-10 15:00:00,20002.7,0.0,20002.7
2026-03-10 16:00:00,0.0,0.0,0.0
2026-03-10 17:00:00,0.0,0.0,0.0
2026-03-10 18:00:00,0.0,0.0,0.0
2026-03-10 19:00:00,0.0,0.0,0.0
2026-03-10 20:00:00,0.0,0.0,0.0
2026-03-10 21:00:00,0.0,0.0,0.0
2026-03-10 22:00:00,0.0,0.0,0.0
2026-03-10 23:00:00,0.0,0.0,0.0
2026-03-11 00:00:00,0.0,0.0,0.0
2026-03-11 01:00:00,0.0,0.0,0.0
2026-03-11 02:00:00,0.0,0.0,0.0
2026-03-11 03:00:00,0.0,0.0,0.0
2026-03-11 04:00:00,0.0,0.0,0.0
2026-03-11 05:00:00,0.0,0.0,0.0
2026-03-11 06:00:00,0.0,418229.6310936853,-418229.6310936853
2026-03-11 07:00:00,0.0,0.0,0.0
2026-03-11 08:00:00,0.0,0.0,0.0
2026-03-11 09:00:00,605632.6390650274,0.0,605632.6390650274
2026-03-11 10:00:00,0.0,0.0,0.0
2026-03-11 11:00:00,0.0,0.0,0.0
2026-03-11 12:00:00,569014.1070974275,0.0,569014.1070974275
2026-03-11 13:00:00,80005.55416878818,0.0,80005.55416878818
2026-03-11 14:00:00,0.0,0.0,0.0
2026-03-11 15:00:00,0.0,0.0,0.0
2026-03-11 16:00:00,0.0,0.0,0.0
2026-03-11 17:00:00,0.0,0.0,0.0
2026-03-11 18:00:00,0.0,0.0,0.0
2026-03-11 19:00:00,0.0,0.0,0.0
2026-03-11 20:00:00,0.0,0.0,0.0
2026-03-11 21:00:00,0.0,0.0,0.0
2026-03-11 22:00:00,0.0,0.0,0.0
2026-03-11 23:00:00,0.0,0.0,0.0
2026-03-12 00:00:00,0.0,0.0,0.0
2026-03-12 01:00:00,0.0,0.0,0.0
2026-03-12 02:00:00,0.0,0.0,0.0
2026-03-12 03:00:00,0.0,0.0,0.0
2026-03-12 04:00:00,0.0,0.0,0.0
2026-03-12 05:00:00,0.0,0.0,0.0
2026-03-12 06:00:00,0.0,0.0,0.0
2026-03-12 07:00:00,0.0,0.0,0.0
2026-03-12 08:00:00,0.0,0.0,0.0
2026-03-12 09:00:00,0.0,0.0,0.0
2026-03-12 10:00:00,0.0,0.0,0.0
2026-03-12 11:00:00,0.0,0.0,0.0
2026-03-12 12:00:00,8284.255064919027,0.0,8284.255064919027
2026-03-12 13:00:00,0.0,0.0,0.0
2026-03-12 14:00:00,0.0,0.0,0.0
2026-03-12 15:00:00,0.0,0.0,0.0
2026-03-12 16:00:00,0.0,0.0,0.0
2026-03-12 17:00:00,0.0,0.0,0.0
2026-03-12 18:00:00,0.0,0.0,0.0
2026-03-12 19:00:00,80007.2503162112,0.0,80007.2503162112
2026-03-12 20:00:00,0.0,0.0,0.0
2026-03-12 21:00:00,0.0,0.0,0.0
2026-03-12 22:00:00,0.0,0.0,0.0
2026-03-12 23:00:00,0.0,0.0,0.0
2026-03-13 00:00:00,0.0,0.0,0.0
2026-03-13 01:00:00,0.0,0.0,0.0
2026-03-13 02:00:00,0.0,0.0,0.0
2026-03-13 03:00:00,0.0,0.0,0.0
2026-03-13 04:00:00,0.0,0.0,0.0
2026-03-13 05:00:00,0.0,0.0,0.0
2026-03-13 06:00:00,0.0,0.0,0.0
2026-03-13 07:00:00,0.0,0.0,0.0
2026-03-13 08:00:00,0.0,0.0,0.0
2026-03-13 09:00:00,0.0,0.0,0.0
2026-03-13 10:00:00,0.0,0.0,0.0
2026-03-13 11:00:00,0.0,0.0,0.0
2026-03-13 12:00:00,8154.376097495126,0.0,8154.376097495126
2026-03-13 13:00:00,0.0,0.0,0.0
2026-03-13 14:00:00,0.0,0.0,0.0
2026-03-13 15:00:00,0.0,0.0,0.0
2026-03-13 16:00:00,0.0,0.0,0.0
2026-03-13 17:00:00,0.0,0.0,0.0
2026-03-13 18:00:00,0.0,0.0,0.0
2026-03-13 19:00:00,0.0,0.0,0.0
2026-03-13 20:00:00,0.0,0.0,0.0
